ItemID,Name,resourcename,ResourceVariation,Class,Category,BuyCategory,WeaponSlot,Team,UsableMod,UseType,EquipType,ItemType,WaitAfterExpire,RepurchaseDiscountRate,userType
2008,#CSO2_ITEM_NAME_POINTLOTTO,pointlottery,default,pointlottery,item,item,-1,0,0,0,2,1,5,0,0
2009,#CSO2_ITEM_NAME_SHORTEN_RESPAWNTIME,shortenRespawntime,default,shortenRespawntime,item,item,-1,0,2|5|21|42,1,3,0,5,20,0
2010,#CSO2_ITEM_NAME_MEGAPHONE_CHANNEL,megaphonechannel,default,megaphone,item,item,-1,0,0,0,3,1,5,0,0
2011,#CSO2_ITEM_NAME_MEGAPHONE_SERVER,megaphoneserver,default,megaphone,item,item,-1,0,0,0,3,1,5,0,0
2012,#CSO2_ITEM_NAME_MEGAPHONE_GLOBAL,megaphoneglobal,default,megaphone,item,item,-1,0,0,0,3,1,5,0,0
2013,#CSO2_ITEM_NAME_POINTLOTTO_EVENT,pointlotteryevent,default,pointlotteryevent,item,item,-1,0,0,0,2,1,5,0,0
2014,#CSO2_ITEM_NAME_POINTLOTTO_GOLD,pointlotterygold,default,pointlotterygold,item,item,-1,0,0,0,2,1,5,0,0
2015,#CSO2_ITEM_NAME_MEGAPHONE_GLOBAL_EVENT,megaphoneglobalevent,default,megaphone,item,item,-1,0,0,0,3,1,5,0,0
2016,#CSO2_ITEM_NAME_HIDEMODE_EXTEND,addmachineslot,default,addmachineslot,item,item,-1,0,7|40|41|50,1,3,0,5,20,0
2017,#CSO2_ITEM_NAME_HIDEMODE_ACTION_001,propaction01,default,propaction,item,item,-1,0,7|40|41|50,1,3,0,5,20,0
2018,#CSO2_ITEM_NAME_POINTLOTTO_MILA,pointlotterymila,default,pointlotterymila,item,item,-1,0,0,0,2,1,5,0,0
2019,#CSO2_ITEM_NAME_INSTANT_RESPAWN,instantrespawn,default,skill,item,skill,-1,0,36|65,0,3,1,5,0,0
2020,#CSO2_ITEM_NAME_HP_POTION,hppotion,default,skill,item,skill,-1,0,0,0,3,1,5,0,0
2021,#CSO2_ITEM_NAME_CTU_FUND,ctufund,default,skill,item,skill,-1,0,0,1,3,0,5,0,0
2022,#CSO2_ITEM_NAME_TURRET,turret,default,skill,item,skill,-1,0,0,1,3,0,5,0,0
2023,#CSO2_ITEM_NAME_PROTECT_SHIELD,protectshield,default,skill,item,skill,-1,0,0,1,3,0,5,0,0
2024,#CSO2_ITEM_NAME_AIR_BOMBARDMENT,airbombardment,default,skill,item,skill,-1,0,0,0,3,1,5,0,0
2025,#CSO2_ITEM_NAME_HEALTHPACK,healthpack,default,skill,item,skill,-1,0,0,0,3,1,5,0,0
2026,#CSO2_ITEM_NAME_BLOODSUCKING,bloodsucking,default,skill,item,skill,-1,0,0,0,3,1,5,0,0
2027,#CSO2_ITEM_NAME_FIREBLINDLY,fireblindly,default,skill,item,skill,-1,0,0,0,3,1,5,0,0
2028,#CSO2_ITEM_NAME_SPLASHATTACK,splashattack,default,skill,item,skill,-1,0,0,0,3,1,5,0,0
2029,#CSO2_ITEM_NAME_POINTLOTTO_VIP,pointlotteryvip,default,pointlotteryvip,item,item,-1,0,0,0,2,1,5,0,0
2030,#CSO2_ITEM_NAME_POINTLOTTO_CHN,pointlotterychn,default,pointlotterymila,item,item,-1,0,0,0,2,1,5,0,0
2031,#CSO2_ITEM_NAME_MAX_ZOMBIE_FREE_COUPON,maxzombiefreecoupon,default,item,item,item,-1,0,0,0,3,0,0,0,0
2032,#CSO2_ITEM_NAME_LIGHT_ZOMBIE_FREE_COUPON,lightzombiefreecoupon,default,item,item,item,-1,0,0,0,3,0,0,0,0
2033,#CSO2_ITEM_NAME_BMARKET_REFRESH,bmarketrefresh,default,blackmarketrefresh,item,item,-1,0,0,0,2,1,5,0,0
2034,#CSO2_ITEM_NAME_100POINT,100point,default,pointitem,item,item,-1,0,0,0,2,1,0,0,0
2035,#CSO2_ITEM_NAME_1000POINT,1000point,default,pointitem,item,item,-1,0,0,0,2,1,0,0,0
2036,#CSO2_ITEM_NAME_10000POINT,10000point,default,pointitem,item,item,-1,0,0,0,2,1,0,0,0
2037,#CSO2_ITEM_NAME_100000POINT,100000point,default,pointitem,item,item,-1,0,0,0,2,1,0,0,0
2038,#CSO2_ITEM_NAME_1000000POINT,1000000point,default,pointitem,item,item,-1,0,0,0,2,1,0,0,0
2039,#CSO2_ITEM_NAME_10mileage,10mileage,default,mileageitem,item,item,-1,0,0,0,2,1,0,0,0
2040,#CSO2_ITEM_NAME_100mileage,100mileage,default,mileageitem,item,item,-1,0,0,0,2,1,0,0,0
2041,#CSO2_ITEM_NAME_1000mileage,1000mileage,default,mileageitem,item,item,-1,0,0,0,2,1,0,0,0
2042,#CSO2_ITEM_NAME_10000mileage,10000mileage,default,mileageitem,item,item,-1,0,0,0,2,1,0,0,0
2043,#CSO2_ITEM_NAME_100000mileage,100000mileage,default,mileageitem,item,item,-1,0,0,0,2,1,0,0,0
2044,#CSO2_ITEM_NAME_1000000mileage,1000000mileage,default,mileageitem,item,item,-1,0,0,0,2,1,0,0,0
3001,#CSO2_ITEM_NAME_VIPCARD,vipitem,default,vip,item,item,-1,0,0,1,3,0,0,0,0
3002,#CSO2_ITEM_NAME_VIPEXPCOUPON,vipexpcoupon,default,vipexp,item,item,-1,0,0,0,2,1,0,0,0
5000,#CSO2_ITEM_NAME_p228_basic,p228,basic,item,weapon,pistol,1,0,0,0,0,3,5,0,0
5001,#CSO2_ITEM_NAME_GLOCK18_basic,glock18,basic,item,weapon,pistol,1,0,0,0,0,3,5,0,0
5002,#CSO2_ITEM_NAME_scout_basic,scout,basic,item,weapon,snip,0,0,0,0,0,3,5,0,0
5003,#CSO2_ITEM_NAME_xm1014_basic,xm1014,basic,item,weapon,shotgun,0,0,0,0,0,3,5,0,0
5004,#CSO2_ITEM_NAME_mac10_basic,mac10,basic,item,weapon,smg,0,2,0,0,0,3,5,0,0
5005,#CSO2_ITEM_NAME_aug_basic,aug,basic,item,weapon,rifle,0,3,0,0,0,3,5,0,0
5006,#CSO2_ITEM_NAME_elites_basic,elites,basic,item,weapon,pistol,1,2,0,0,0,3,5,0,0
5007,#CSO2_ITEM_NAME_fiveseven_basic,fiveseven,basic,item,weapon,pistol,1,3,0,0,0,3,5,0,0
5008,#CSO2_ITEM_NAME_UMP45_basic,ump45,basic,item,weapon,smg,0,0,0,0,0,3,5,0,0
5009,#CSO2_ITEM_NAME_sg550_basic,sg550,basic,item,weapon,snip,0,3,0,0,0,3,5,0,0
5010,#CSO2_ITEM_NAME_galil_basic,galil,basic,item,weapon,rifle,0,2,0,0,0,3,5,0,0
5011,#CSO2_ITEM_NAME_famas_basic,famas,basic,item,weapon,rifle,0,3,0,0,0,3,5,0,0
5012,#CSO2_ITEM_NAME_usp_basic,usp45,basic,item,weapon,pistol,1,0,0,0,0,3,5,0,0
5013,#CSO2_ITEM_NAME_awp_basic,awp,basic,item,weapon,snip,0,0,0,0,0,3,5,0,0
5014,#CSO2_ITEM_NAME_mp5_basic,mp5,basic,item,weapon,smg,0,0,0,0,0,3,5,0,0
5015,#CSO2_ITEM_NAME_M249_basic,m249,basic,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|48|49|51|53|55|57|58|59|61|63|65,0,0,3,5,0,0
5016,#CSO2_ITEM_NAME_m3_basic,m3,basic,item,weapon,shotgun,0,0,0,0,0,3,5,0,0
5017,#CSO2_ITEM_NAME_m4a1_basic,m4a1,basic,item,weapon,rifle,0,3,0,0,0,3,5,0,0
5018,#CSO2_ITEM_NAME_tmp_basic,tmp,basic,item,weapon,smg,0,3,0,0,0,3,5,0,0
5019,#CSO2_ITEM_NAME_g3sg1_basic,g3sg1,basic,item,weapon,snip,0,2,0,0,0,3,5,0,0
5020,#CSO2_ITEM_NAME_deserteagle_basic,deserteagle,basic,item,weapon,pistol,1,0,0,0,0,3,5,0,0
5021,#CSO2_ITEM_NAME_sg552_basic,sg552,basic,item,weapon,rifle,0,2,0,0,0,3,5,0,0
5022,#CSO2_ITEM_NAME_ak47_basic,ak47,basic,item,weapon,rifle,0,2,0,0,0,3,5,0,0
5023,#CSO2_ITEM_NAME_p90_basic,p90,basic,item,weapon,smg,0,0,0,0,0,3,5,0,0
5024,#CSO2_ITEM_NAME_FNC_basic,fnc,basic,item,weapon,rifle,0,0,0,0,0,3,5,0,0
5025,#CSO2_ITEM_NAME_MP7_basic,mp7,basic,item,weapon,smg,0,0,0,0,0,3,5,0,0
5026,#CSO2_ITEM_NAME_F2000_basic,f2000,basic,item,weapon,rifle,0,0,0,0,0,3,5,0,0
5027,#CSO2_ITEM_NAME_striker12_basic,striker12,basic,item,weapon,shotgun,0,0,0,0,0,3,5,0,0
5028,#CSO2_ITEM_NAME_scarH_basic,scarh,basic,item,weapon,rifle,0,0,0,0,0,3,5,0,0
5029,#CSO2_ITEM_NAME_fal_basic,fal,basic,item,weapon,rifle,0,0,0,0,0,3,5,0,0
5030,#CSO2_ITEM_NAME_m60_basic,m60,basic,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|48|49|51|53|55|57|58|59|61|63|65,0,0,3,5,0,0
5031,#CSO2_ITEM_NAME_mx4_basic,mx4,basic,item,weapon,smg,0,0,0,0,0,3,5,0,0
5032,#CSO2_ITEM_NAME_ar57_basic,ar57,basic,item,weapon,smg,0,0,0,0,0,3,5,0,0
5033,#CSO2_ITEM_NAME_kriss_superv_basic,krisssuperv,basic,item,weapon,smg,0,0,0,0,0,3,5,0,0
5034,#CSO2_ITEM_NAME_scarl_basic,scarl,basic,item,weapon,rifle,0,3,0,0,0,3,5,0,0
5035,#CSO2_ITEM_NAME_aek971_basic,aek971,basic,item,weapon,rifle,0,2,0,0,0,3,5,0,0
5036,#CSO2_ITEM_NAME_t65_basic,t65,basic,item,weapon,rifle,0,0,0,0,0,3,5,0,0
5037,#CSO2_ITEM_NAME_t86_basic,t86,basic,item,weapon,rifle,0,0,0,0,0,3,5,0,0
5038,#CSO2_ITEM_NAME_acr_basic,acr,basic,item,weapon,rifle,0,3,0,0,0,3,5,0,0
5039,#CSO2_ITEM_NAME_ak12_basic,ak12,basic,item,weapon,rifle,0,2,0,0,0,3,5,0,0
5040,#CSO2_ITEM_NAME_k5_basic,k5,basic,item,weapon,pistol,1,0,0,0,0,3,5,0,0
5041,#CSO2_ITEM_NAME_K1_basic,k1,basic,item,weapon,smg,0,0,0,0,0,3,5,0,0
5042,#CSO2_ITEM_NAME_p228_spray1,p228,spray1,item,weapon,pistol,1,0,0,0,0,3,5,0,0
5043,#CSO2_ITEM_NAME_GLOCK18_spray1,glock18,spray1,item,weapon,pistol,1,0,0,0,0,3,5,0,0
5044,#CSO2_ITEM_NAME_scout_spray1,scout,spray1,item,weapon,snip,0,0,0,0,0,3,5,0,0
5045,#CSO2_ITEM_NAME_xm1014_spray1,xm1014,spray1,item,weapon,shotgun,0,0,0,0,0,3,5,0,0
5046,#CSO2_ITEM_NAME_mac10_spray1,mac10,spray1,item,weapon,smg,0,2,0,0,0,3,5,0,0
5047,#CSO2_ITEM_NAME_aug_spray1,aug,spray1,item,weapon,rifle,0,3,0,0,0,3,5,0,0
5048,#CSO2_ITEM_NAME_elites_spray1,elites,spray1,item,weapon,pistol,1,2,0,0,0,3,5,0,0
5049,#CSO2_ITEM_NAME_fiveseven_spray1,fiveseven,spray1,item,weapon,pistol,1,3,0,0,0,3,5,0,0
5050,#CSO2_ITEM_NAME_UMP45_spray1,ump45,spray1,item,weapon,smg,0,0,0,0,0,3,5,0,0
5051,#CSO2_ITEM_NAME_sg550_spray1,sg550,spray1,item,weapon,snip,0,3,0,0,0,3,5,0,0
5052,#CSO2_ITEM_NAME_galil_spray1,galil,spray1,item,weapon,rifle,0,2,0,0,0,3,5,0,0
5053,#CSO2_ITEM_NAME_famas_spray1,famas,spray1,item,weapon,rifle,0,3,0,0,0,3,5,0,0
5054,#CSO2_ITEM_NAME_usp_spray1,usp45,spray1,item,weapon,pistol,1,0,0,0,0,3,5,0,0
5055,#CSO2_ITEM_NAME_awp_spray1,awp,spray1,item,weapon,snip,0,0,0,0,0,3,5,0,0
5056,#CSO2_ITEM_NAME_mp5_spray1,mp5,spray1,item,weapon,smg,0,0,0,0,0,3,5,0,0
5057,#CSO2_ITEM_NAME_m249_spray1,m249,spray1,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|48|49|51|53|55|57|58|59|61|63|65,0,0,3,5,0,0
5058,#CSO2_ITEM_NAME_m3_spray1,m3,spray1,item,weapon,shotgun,0,0,0,0,0,3,5,0,0
5059,#CSO2_ITEM_NAME_m4a1_spray1,m4a1,spray1,item,weapon,rifle,0,3,0,0,0,3,5,0,0
5060,#CSO2_ITEM_NAME_tmp_spray1,tmp,spray1,item,weapon,smg,0,3,0,0,0,3,5,0,0
5061,#CSO2_ITEM_NAME_g3sg1_spray1,g3sg1,spray1,item,weapon,snip,0,2,0,0,0,3,5,0,0
5062,#CSO2_ITEM_NAME_deserteagle_spray1,deserteagle,spray1,item,weapon,pistol,1,0,0,0,0,3,5,0,0
5063,#CSO2_ITEM_NAME_sg552_spray1,sg552,spray1,item,weapon,rifle,0,2,0,0,0,3,5,0,0
5064,#CSO2_ITEM_NAME_ak47_spray1,ak47,spray1,item,weapon,rifle,0,2,0,0,0,3,5,0,0
5065,#CSO2_ITEM_NAME_p90_spray1,p90,spray1,item,weapon,smg,0,0,0,0,0,3,5,0,0
5066,#CSO2_ITEM_NAME_FNC_spray1,fnc,spray1,item,weapon,rifle,0,0,0,0,0,3,5,0,0
5067,#CSO2_ITEM_NAME_MP7_spray1,mp7,spray1,item,weapon,smg,0,0,0,0,0,3,5,0,0
5068,#CSO2_ITEM_NAME_F2000_spray1,f2000,spray1,item,weapon,rifle,0,0,0,0,0,3,5,0,0
5069,#CSO2_ITEM_NAME_striker12_spray1,striker12,spray1,item,weapon,shotgun,0,0,0,0,0,3,5,0,0
5070,#CSO2_ITEM_NAME_scarH_spray1,scarh,spray1,item,weapon,rifle,0,0,0,0,0,3,5,0,0
5071,#CSO2_ITEM_NAME_fal_spray1,fal,spray1,item,weapon,rifle,0,0,0,0,0,3,5,0,0
5072,#CSO2_ITEM_NAME_m60_spray1,m60,spray1,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|48|49|51|53|55|57|58|59|61|63|65,0,0,3,5,0,0
5073,#CSO2_ITEM_NAME_mx4_spray1,mx4,spray1,item,weapon,smg,0,0,0,0,0,3,5,0,0
5074,#CSO2_ITEM_NAME_ar57_spray1,ar57,spray1,item,weapon,smg,0,0,0,0,0,3,5,0,0
5075,#CSO2_ITEM_NAME_kriss_superv_spray1,krisssuperv,spray1,item,weapon,smg,0,0,0,0,0,3,5,0,0
5076,#CSO2_ITEM_NAME_scarl_spray1,scarl,spray1,item,weapon,rifle,0,3,0,0,0,3,5,0,0
5077,#CSO2_ITEM_NAME_aek971_spray1,aek971,spray1,item,weapon,rifle,0,2,0,0,0,3,5,0,0
5078,#CSO2_ITEM_NAME_t65_spray1,t65,spray1,item,weapon,rifle,0,0,0,0,0,3,5,0,0
5079,#CSO2_ITEM_NAME_t86_spray1,t86,spray1,item,weapon,rifle,0,0,0,0,0,3,5,0,0
5080,#CSO2_ITEM_NAME_acr_spray1,acr,spray1,item,weapon,rifle,0,3,0,0,0,3,5,0,0
5081,#CSO2_ITEM_NAME_ak12_spray1,ak12,spray1,item,weapon,rifle,0,2,0,0,0,3,5,0,0
5082,#CSO2_ITEM_NAME_k5_spray1,k5,spray1,item,weapon,pistol,1,0,0,0,0,3,5,0,0
5083,#CSO2_ITEM_NAME_K1_spray1,k1,spray1,item,weapon,smg,0,0,0,0,0,3,5,0,0
5084,#CSO2_ITEM_NAME_deserteagle_camo1,deserteagle,camo1,item,weapon,pistol,1,0,0,0,0,3,5,0,0
5085,#CSO2_ITEM_NAME_elites_camo1,elites,camo1,item,weapon,pistol,1,2,0,0,0,3,5,0,0
5086,#CSO2_ITEM_NAME_m3_camo1,m3,camo1,item,weapon,shotgun,0,0,0,0,0,3,5,0,0
5087,#CSO2_ITEM_NAME_xm1014_camo1,xm1014,camo1,item,weapon,shotgun,0,0,0,0,0,3,5,0,0
5088,#CSO2_ITEM_NAME_mp5_camo1,mp5,camo1,item,weapon,smg,0,0,0,0,0,3,5,0,0
5089,#CSO2_ITEM_NAME_p90_camo1,p90,camo1,item,weapon,smg,0,0,0,0,0,3,5,0,0
5090,#CSO2_ITEM_NAME_galil_camo1,galil,camo1,item,weapon,rifle,0,2,0,0,0,3,5,0,0
5091,#CSO2_ITEM_NAME_famas_camo1,famas,camo1,item,weapon,rifle,0,3,0,0,0,3,5,0,0
5092,#CSO2_ITEM_NAME_ak47_camo1,ak47,camo1,item,weapon,rifle,0,2,0,0,0,3,5,0,0
5093,#CSO2_ITEM_NAME_m4a1_camo1,m4a1,camo1,item,weapon,rifle,0,3,0,0,0,3,5,0,0
5094,#CSO2_ITEM_NAME_awp_camo1,awp,camo1,item,weapon,snip,0,0,0,0,0,3,5,0,0
5095,#CSO2_ITEM_NAME_MP7_camo1,mp7,camo1,item,weapon,smg,0,0,0,0,0,3,5,0,0
5096,#CSO2_ITEM_NAME_striker12_camo1,striker12,camo1,item,weapon,shotgun,0,0,0,0,0,3,5,0,0
5097,#CSO2_ITEM_NAME_fal_camo1,fal,camo1,item,weapon,rifle,0,0,0,0,0,3,5,0,0
5098,#CSO2_ITEM_NAME_FNC_camo1,fnc,camo1,item,weapon,rifle,0,0,0,0,0,3,5,0,0
5099,#CSO2_ITEM_NAME_m60_camo1,m60,camo1,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|48|49|51|53|55|57|58|59|61|63|65,0,0,3,5,0,0
5100,#CSO2_ITEM_NAME_mx4_camo1,mx4,camo1,item,weapon,smg,0,0,0,0,0,3,5,0,0
5101,#CSO2_ITEM_NAME_kriss_superv_camo1,krisssuperv,camo1,item,weapon,smg,0,0,0,0,0,3,5,0,0
5102,#CSO2_ITEM_NAME_t65_camo1,t65,camo1,item,weapon,rifle,0,0,0,0,0,3,5,0,0
5103,#CSO2_ITEM_NAME_t86_camo1,t86,camo1,item,weapon,rifle,0,0,0,0,0,3,5,0,0
5104,#CSO2_ITEM_NAME_M3_wolf1,m3,wolf1,item,weapon,shotgun,0,0,0,0,0,3,5,0,0
5105,#CSO2_ITEM_NAME_deserteagle_black1,deserteagle,black1,item,weapon,pistol,1,0,0,0,0,3,5,0,0
5106,#CSO2_ITEM_NAME_aek971_camo1,aek971,camo1,item,weapon,rifle,0,2,0,0,0,3,5,0,0
5107,#CSO2_ITEM_NAME_scarl_camo1,scarl,camo1,item,weapon,rifle,0,3,0,0,0,3,5,0,0
5108,#CSO2_ITEM_NAME_krisssuperv_puma1,krisssuperv,puma1,item,weapon,smg,0,0,0,0,0,3,5,0,0
5109,#CSO2_ITEM_NAME_ar57_camo1,ar57,camo1,item,weapon,smg,0,0,0,0,0,3,5,0,0
5110,#CSO2_ITEM_NAME_ar57_snake1,ar57,snake1,item,weapon,smg,0,0,0,0,0,3,5,0,0
5115,#CSO2_ITEM_NAME_acr_camo1,acr,camo1,item,weapon,rifle,0,3,0,0,0,3,5,0,0
5116,#CSO2_ITEM_NAME_ak12_camo1,ak12,camo1,item,weapon,rifle,0,2,0,0,0,3,5,0,0
5117,#CSO2_ITEM_NAME_deserteagle_gold1,deserteagle,gold1,item,weapon,pistol,1,0,0,0,0,0,5,0,0
5118,#CSO2_ITEM_NAME_awp_gold2,awp,gold2,item,weapon,snip,0,0,0,0,0,0,5,0,0
5119,#CSO2_ITEM_NAME_ANACONDA_gold1,anaconda,gold1,item,weapon,pistol,1,0,0,0,0,0,5,0,0
5120,#CSO2_ITEM_NAME_scarH_camo1,scarh,camo1,item,weapon,rifle,0,0,0,0,0,3,5,0,0
5121,#CSO2_ITEM_NAME_waltherpp_silver1,waltherpp,silver1,item,weapon,pistol,1,0,0,0,0,0,5,0,0
5122,#CSO2_ITEM_NAME_scout_camo1,scout,camo1,item,weapon,snip,0,0,0,0,0,3,5,0,0
5123,#CSO2_ITEM_NAME_scout_goat1,scout,goat1,item,weapon,snip,0,0,0,0,0,3,5,0,0
5124,#CSO2_ITEM_NAME_m249_camo1,m249,camo1,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|48|49|51|53|55|57|58|59|61|63|65,0,0,3,5,0,0
5125,#CSO2_ITEM_NAME_m249_bat1,m249,bat1,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|48|49|51|53|55|57|58|59|61|63|65,0,0,3,5,0,0
5126,#CSO2_ITEM_NAME_deserteagle_eagle1,deserteagle,eagle1,item,weapon,pistol,1,0,0,0,0,3,5,0,0
5127,#CSO2_ITEM_NAME_aek971_eagle1,aek971,eagle1,item,weapon,rifle,0,2,0,0,0,3,5,0,0
5128,#CSO2_ITEM_NAME_scarl_whale1,scarl,whale1,item,weapon,rifle,0,3,0,0,0,3,5,0,0
5129,#CSO2_ITEM_NAME_m60_komodo1,m60,komodo1,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|48|49|51|53|55|57|58|59|61|63|65,0,0,3,5,0,0
5130,#CSO2_ITEM_NAME_m3_gold1,m3,gold1,item,weapon,shotgun,0,0,0,0,0,3,5,0,0
5131,#CSO2_ITEM_NAME_ANACONDA_red1,anaconda,red1,item,weapon,pistol,1,0,0,0,0,0,5,0,0
5132,#CSO2_ITEM_NAME_mp5_gold1,mp5,gold1,item,weapon,smg,0,0,0,0,0,3,5,0,0
5133,#CSO2_ITEM_NAME_scout_gold1,scout,gold1,item,weapon,snip,0,0,0,0,0,3,5,0,0
5134,#CSO2_ITEM_NAME_sg550_camo1,sg550,camo1,item,weapon,snip,0,3,0,0,0,3,5,0,0
5135,#CSO2_ITEM_NAME_g3sg1_camo1,g3sg1,camo1,item,weapon,snip,0,2,0,0,0,3,5,0,0
5136,#CSO2_ITEM_NAME_famas_chicken1,famas,chicken1,item,weapon,rifle,0,3,0,0,0,3,5,0,0
5137,#CSO2_ITEM_NAME_galil_caracal1,galil,caracal1,item,weapon,rifle,0,2,0,0,0,3,5,0,0
5138,#CSO2_ITEM_NAME_sg550_schweizergarde1,sg550,schweizergarde1,item,weapon,snip,0,3,0,0,0,3,5,0,0
5139,#CSO2_ITEM_NAME_g3sg1_heer1,g3sg1,heer1,item,weapon,snip,0,2,0,0,0,3,5,0,0
5140,#CSO2_ITEM_NAME_m60_gold1,m60,gold1,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|48|49|51|53|55|57|58|59|61|63|65,0,0,3,5,0,0
5141,#CSO2_ITEM_NAME_famas_gold1,famas,gold1,item,weapon,rifle,0,3,0,0,0,3,5,0,0
5142,#CSO2_ITEM_NAME_galil_gold1,galil,gold1,item,weapon,rifle,0,2,0,0,0,3,5,0,0
5143,#CSO2_ITEM_NAME_ar57_chrome1,ar57,chrome1,item,weapon,smg,0,0,0,0,0,3,5,0,0
5144,#CSO2_ITEM_NAME_mp7_chrome1,mp7,chrome1,item,weapon,smg,0,0,0,0,0,3,5,0,0
5145,#CSO2_ITEM_NAME_krisssuperv_chrome1,krisssuperv,chrome1,item,weapon,smg,0,0,0,0,0,3,5,0,0
5146,#CSO2_ITEM_NAME_striker12_chrome1,striker12,chrome1,item,weapon,shotgun,0,0,0,0,0,3,5,0,0
5147,#CSO2_ITEM_NAME_usp_dolphin1,usp45,dolphin1,item,weapon,pistol,1,3,0,0,0,3,5,0,0
5148,#CSO2_ITEM_NAME_usp_camo1,usp45,camo1,item,weapon,pistol,1,3,0,0,0,3,5,0,0
5149,#CSO2_ITEM_NAME_mg3_amethyst1,mg3,amethyst1,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|48|49|51|53|55|57|58|59|61|63|65,0,0,3,5,0,0
5150,#CSO2_ITEM_NAME_dbarrel_amethyst1,dbarrel,amethyst1,item,weapon,shotgun,0,0,0,0,0,3,5,0,0
5151,#CSO2_ITEM_NAME_ak12_amethyst1,ak12,amethyst1,item,weapon,rifle,0,2,0,0,0,3,5,0,0
5152,#CSO2_ITEM_NAME_acr_amethyst1,acr,amethyst1,item,weapon,rifle,0,3,0,0,0,3,5,0,0
5153,#CSO2_ITEM_NAME_qbs09_china1,qbs09,china1,item,weapon,shotgun,0,0,0,0,0,3,5,0,0
5154,#CSO2_ITEM_NAME_AWP_1111,awp,1111,item,weapon,snip,0,0,0,0,0,3,5,0,0
5155,#CSO2_ITEM_NAME_m4a1_1111,m4a1,1111,item,weapon,rifle,0,3,0,0,0,3,5,0,0
5156,#CSO2_ITEM_NAME_ak47_1111,ak47,1111,item,weapon,rifle,0,2,0,0,0,3,5,0,0
5157,#CSO2_ITEM_NAME_m3boom_amethyst,m3boom,amethyst1,item,weapon,shotgun,0,0,50,0,0,0,5,0,0
5158,#CSO2_ITEM_NAME_ak12_xmas1,ak12,xmas,item,weapon,rifle,0,2,0,0,0,3,5,0,0
5159,#CSO2_ITEM_NAME_acr_xmas1,acr,xmas,item,weapon,rifle,0,3,0,0,0,3,5,0,0
5160,#CSO2_ITEM_NAME_huntknife_monkey1,huntknife,monkey1,item,weapon,knife,2,0,0,0,0,0,5,0,0
5161,#CSO2_ITEM_NAME_elites_silver1,elites,silver1,item,weapon,pistol,1,2,0,0,0,0,5,0,0
5162,#CSO2_ITEM_NAME_fiveseven_silver1,fiveseven,silver1,item,weapon,pistol,1,3,0,0,0,0,5,0,0
5163,#CSO2_ITEM_NAME_m60_silver1,m60,silver1,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|48|49|51|53|55|57|58|59|61|63|65,0,0,0,5,0,0
5164,#CSO2_ITEM_NAME_xm1014_silver1,xm1014,silver1,item,weapon,shotgun,0,0,0,0,0,0,5,0,0
5165,#CSO2_ITEM_NAME_p90_silver1,p90,silver1,item,weapon,smg,0,0,0,0,0,0,5,0,0
5166,#CSO2_ITEM_NAME_scarh_silver1,scarh,silver1,item,weapon,rifle,0,0,0,0,0,0,5,0,0
5167,#CSO2_ITEM_NAME_heartgrenade,hegrenade,heart,item,weapon,equip,3,0,0,0,0,0,5,0,0
5168,#CSO2_ITEM_NAME_heartgrenade2,hegrenade,heart2,item,weapon,equip,3,0,0,0,0,0,5,0,0
5172,#CSO2_ITEM_NAME_smokegrenade_tear,smokegrenade,tear,item,weapon,equip,4,0,50,0,0,0,5,0,0
5173,#CSO2_ITEM_NAME_smokegrenade_trans,smokegrenade,trans,item,weapon,equip,4,0,50,0,0,0,5,0,0
5174,#CSO2_ITEM_NAME_smokegrenade_stun,smokegrenade,stun,item,weapon,equip,4,0,50,0,0,0,5,0,0
5175,#CSO2_ITEM_NAME_mk18_spray1,mk18,spray1,item,weapon,rifle,0,3,0,0,0,3,5,0,0
5176,#CSO2_ITEM_NAME_mk18_camo1,mk18,camo1,item,weapon,rifle,0,3,0,0,0,3,5,0,0
5177,#CSO2_ITEM_NAME_akm_spray1,akm,spray1,item,weapon,rifle,0,2,0,0,0,3,5,0,0
5178,#CSO2_ITEM_NAME_akm_camo1,akm,camo1,item,weapon,rifle,0,2,0,0,0,3,5,0,0
